uf,f_low_decis3,f_low_legal,delta_f_low,share_familias_elegiveis,share_pessoas_elegiveis,share_piso_decis3,share_piso_legal,formula,fonte
MG,0.0780550365983875,0.03793266619207652,-0.04012237040631098,0.08606973109742533,0.122007200245399,0.11434334200068519,0.12007593203363785,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
MS,0.06770295422178552,0.029450764710351632,-0.03825218951143389,0.06544466913585878,0.09390849635461078,0.10611591244721383,0.0848944591689155,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
MT,0.08699128259352816,0.04665137328190892,-0.04033990931161924,0.10597621885345651,0.14048351824999922,0.11396472719330702,0.11285676899996229,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
PA,0.2955308188711618,0.18177628231164358,-0.1137545365595182,0.31569265592050766,0.40118851659663607,0.08483797621968725,0.08182333398628654,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
PB,0.21922326743562642,0.13573346065564057,-0.08348980677998585,0.29736117613333574,0.3726213114487262,0.10718034401275978,0.11020324212551556,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
PE,0.17700425877069342,0.09935212635375025,-0.07765213241694317,0.22846559578517844,0.2972462861054339,0.08071648400321374,0.0780985119032639,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
PI,0.2324267637072942,0.12182206389246589,-0.11060469981482832,0.24567570615496656,0.3028607583919419,0.08794206493254116,0.0794108803674353,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
PR,0.05815599474388785,0.02803827800735666,-0.03011771673653119,0.08647411668599278,0.1188960166837828,0.13209486530345446,0.14359662360849593,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
RJ,0.08672409105323879,0.0432749751288026,-0.04344911592443619,0.11023812817710368,0.15742840760408336,0.13399303790994585,0.13926535874634474,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
RN,0.17082985356682145,0.09282395702912787,-0.07800589653769359,0.20900238278173397,0.26661387501956985,0.0881073200328812,0.08247172340417439,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
RO,0.1453603487070969,0.07016426239988477,-0.07519608630721214,0.16172233054701257,0.19164718210993892,0.11544114172403083,0.118778831970495,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
RR,0.21216349704386758,0.14138381016308307,-0.07077968688078451,0.25963919285848647,0.341303628038287,0.121119271473125,0.10557957257945967,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
RS,0.04837639472117374,0.016658991015959104,-0.03171740370521464,0.04305507186566121,0.06430082691649572,0.1316950331806885,0.13526386831457168,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
SC,0.05119779931329522,0.016437633162096885,-0.034760166151198334,0.03423360608032868,0.05484372595391618,0.11491720013840061,0.12515538247487154,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
SE,0.13417853787770445,0.06438338380260838,-0.06979515407509607,0.1589032203338283,0.21451604171533006,0.08462553716890513,0.08239730560788244,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
SP,0.04464156656274514,0.021677660503737973,-0.02296390605900717,0.057487667309325356,0.08715833741405929,0.11924450569432682,0.11669535159544764,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
TO,0.2638320473965558,0.15038490479962352,-0.11344714259693228,0.25840331324294347,0.32650567933368435,0.15365577170497915,0.16752326460910733,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
BR,0.09667426284415012,0.05122417257686185,-0.04545009026728827,0.13584326759160956,0.19002834679484876,0.10657772695457622,0.10528853885582708,decis3 = decis populacionais nacionais 1-3 (proxy atual); legal = rpc ≤ ½ SM 15/01/2018; f_low sobre despesa ex-cód. 101; share_piso = Σ despesa itens art. 118 (regex espelho de pipeline.PADRAO_PISO) ÷ Σ despesa em campo ex-combustíveis do PRÓPRIO público,"IBGE POF 2017-2018 (MORADOR: RENDA_TOTAL mensal, deflação e pesos na data de referência 15/01/2018 — Dicionário de Variáveis, aba Morador); SM R$ 954,00 = Decreto nº 9.255/2017, art. 1º; LC 214, arts. 112-113 (renda familiar per capita de até ½ SM; take-up 100% implícito); matriz data/inputs/matriz_pof_ibs_v5.csv"
