uf,pi_p_central,pi_p_envelope_aliquotas_min,pi_p_envelope_aliquotas_max,delta_aliquotas_min_pp,delta_aliquotas_max_pp,formula,fonte
MG,0.254181262157124,0.2482557928954754,0.27196624350847315,-0.5925469261648608,1.778498135134915,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
MS,0.21952376274814114,0.21524402993676642,0.2448114724143451,-0.42797328113747257,2.5287709666203946,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
MT,0.20068609156471537,0.19632384631992528,0.2230225490354963,-0.43622452447900917,2.233645747078092,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
PA,0.2712444304193721,0.2671915212313907,0.29498226143097594,-0.4052909187981346,2.373783101160387,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
PB,0.2874778443699658,0.28187753692087714,0.3062338764065171,-0.5600307449088682,1.8756032036551296,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
PE,0.2848771288829938,0.2790520660290315,0.29867830669476264,-0.5825062853962337,1.3801177811768817,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
PI,0.32789844269150514,0.32337392707183027,0.33688873589724694,-0.45245156196748737,0.8990293205741795,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
PR,0.18768701109016664,0.18290390922776004,0.2273392033652578,-0.47831018624066024,3.9652192275091176,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
RJ,0.281042790178684,0.2730031090987964,0.30278986250271894,-0.8039681079887617,2.1747072324034944,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
RN,0.2726221108441724,0.26822605930177873,0.2863468816104227,-0.43960515423936974,1.3724770766250283,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
RO,0.21152589621636408,0.20686929955501118,0.22665139729510694,-0.4656596661352902,1.512550107874286,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
RR,0.25193892154134406,0.24809472353897205,0.271744089999332,-0.38441980023720124,1.980516845798791,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
RS,0.24076101620483406,0.23527197754608808,0.2600248155894699,-0.5489038658745976,1.9263799384635822,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
SC,0.21874634102825108,0.213627320971377,0.23661233290161265,-0.5119020056874091,1.7865991873361575,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
SE,0.2784105427058466,0.2739986809384277,0.30003469812316225,-0.44118617674188676,2.162415541731566,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
SP,0.2421486821819802,0.23555671002414547,0.26462731085594837,-0.6591972157834747,2.247862867396816,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
TO,0.22005025788248447,0.21541078769476116,0.23529582824686623,-0.4639470187723316,1.5245570364381762,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
BR,0.2504676207974756,0.24456208792032175,0.2721916119800289,-0.5905532877153841,2.1723991182553304,"π^p = Σ w(1−m)/Σ w em campo ex-combustíveis; envelopes: itens divergentes com min/max(m1,m2); F×não-F pela regra do limiar (1−m_campo ≷ π^p central nacional = 0.250468); rótulo pelo RESULTADO (menor π^p = alíquotas mínimas)","data/inputs/dupla_codificacao_2026_07.csv (vendorado do v1; amostra estratificada m×flag de 470 itens, mínimo 12/estrato, seed 42; avaliador 2 = LLM cego ao gabarito, 2026-07-06) + data/inputs/dupla_codificacao_dirigida_2026_07.csv (R6: 46 itens do top-50% da despesa da base de π^p ausentes da amostra original, recodificados às cegas pelo mesmo protocolo, 2026-07-13) × data/inputs/matriz_pof_ibs_v5.csv"
